X,A1: Sample 1,X,A2: Sample 2,X,A3: Sample 3,X,B1: Sample 25,X,B2: Sample 26,X,B3: Sample 27,X,C1: Sample 49,X,C2: Sample 50,X,C3: Sample 51,X,D1: Sample 73,X,D2: Sample 74,X,D3: Sample 75
25.98850394,2.245424846,25.98850394,3.850916704,25.98850394,3.409060873,25.98850394,2.91325747,25.98850394,2.898362841,25.98850394,2.474927585,25.98850394,4.50796315,25.98850394,4.340572015,25.98850394,3.935117815,25.98850394,2.940906219,25.98850394,2.903878352,25.98850394,2.797460863
26.57535433,2.281988925,26.57535433,3.885972042,26.57535433,3.390603116,26.57535433,2.930134588,26.57535433,2.86708692,26.57535433,2.513495854,26.57535433,4.613565121,26.57535433,4.360965232,26.57535433,3.971028525,26.57535433,3.019191963,26.57535433,2.929365017,26.57535433,2.841116604
27.16220472,2.320411675,27.16220472,4.052920392,27.16220472,3.419238893,27.16220472,3.021790516,27.16220472,2.934377374,27.16220472,2.514539424,27.16220472,4.68807793,27.16220472,4.381793589,27.16220472,4.027635912,27.16220472,3.129509726,27.16220472,2.958692431,27.16220472,2.918514915
27.74905512,2.401315809,27.74905512,4.170328859,27.74905512,3.522396954,27.74905512,3.09959687,27.74905512,3.08398623,27.74905512,2.580067762,27.74905512,4.724662567,27.74905512,4.478737206,27.74905512,4.132061239,27.74905512,3.25579805,27.74905512,3.050222464,27.74905512,3.051922807
28.33590551,2.456998925,28.33590551,4.136070509,28.33590551,3.576518151,28.33590551,3.149046654,28.33590551,3.161741475,28.33590551,2.592743957,28.33590551,4.75133151,28.33590551,4.578588099,28.33590551,4.327456848,28.33590551,3.266343851,28.33590551,3.151937146,28.33590551,3.120138339
28.92275591,2.428980423,28.92275591,4.027528981,28.92275591,3.504905061,28.92275591,3.071886265,28.92275591,3.089112742,28.92275591,2.520292369,28.92275591,4.687080851,28.92275591,4.544407993,28.92275591,4.379099993,28.92275591,3.14627928,28.92275591,3.124761008,28.92275591,2.993963519
29.5096063,2.417366385,29.5096063,3.968226926,29.5096063,3.417025424,29.5096063,2.97089371,29.5096063,3.041196066,29.5096063,2.472216805,29.5096063,4.536397002,29.5096063,4.467908999,29.5096063,4.225463577,29.5096063,3.045103195,29.5096063,2.977759876,29.5096063,2.810267951
30.09645669,2.443247187,30.09645669,4.00396859,30.09645669,3.374924621,30.09645669,2.997977636,30.09645669,3.002096009,30.09645669,2.482521325,30.09645669,4.462077868,30.09645669,4.589265999,30.09645669,4.197012635,30.09645669,3.074357434,30.09645669,2.886468642,30.09645669,2.769288772
30.68330709,2.461884089,30.68330709,4.060232198,30.68330709,3.434281745,30.68330709,3.032851394,30.68330709,2.942120703,30.68330709,2.512903655,30.68330709,4.504523865,30.68330709,4.712218333,30.68330709,4.347189367,30.68330709,3.16535808,30.68330709,2.916285314,30.68330709,2.862445345
31.27015748,2.465318468,31.27015748,4.084896844,31.27015748,3.531835527,31.27015748,3.073447608,31.27015748,3.00237171,31.27015748,2.496922782,31.27015748,4.571073679,31.27015748,4.663618817,31.27015748,4.52536247,31.27015748,3.195861583,31.27015748,3.021807279,31.27015748,2.949595855
31.85700787,2.442583553,31.85700787,4.092163309,31.85700787,3.553506863,31.85700787,3.117394616,31.85700787,3.112761639,31.85700787,2.46265564,31.85700787,4.622606636,31.85700787,4.643204983,31.85700787,4.630630976,31.85700787,3.208249769,31.85700787,3.100478766,31.85700787,2.967931666
32.44385827,2.375803062,32.44385827,4.029147324,32.44385827,3.500226641,32.44385827,3.117456472,32.44385827,3.100184288,32.44385827,2.462388765,32.44385827,4.664552633,32.44385827,4.68956228,32.44385827,4.598606322,32.44385827,3.230411951,32.44385827,3.071394692,32.44385827,2.963859373
33.03070866,2.285487219,33.03070866,3.932175831,33.03070866,3.385766187,33.03070866,3.02457067,33.03070866,2.959540692,33.03070866,2.418567981,33.03070866,4.558645616,33.03070866,4.620017382,33.03070866,4.477772381,33.03070866,3.104180677,33.03070866,2.937344936,33.03070866,2.885111829
33.61755906,2.227416621,33.61755906,3.855669914,33.61755906,3.291789295,33.61755906,2.87461541,33.61755906,2.813827061,33.61755906,2.364063174,33.61755906,4.361948553,33.61755906,4.518272128,33.61755906,4.41051609,33.61755906,2.940320521,33.61755906,2.853554911,33.61755906,2.777663948
34.20440945,2.329275926,34.20440945,3.911358476,34.20440945,3.387862561,34.20440945,2.866643945,34.20440945,2.817889137,34.20440945,2.423431787,34.20440945,4.319607256,34.20440945,4.535926722,34.20440945,4.486617883,34.20440945,2.968530368,34.20440945,2.858660869,34.20440945,2.796000736
34.79125984,2.426678796,34.79125984,3.928545697,34.79125984,3.475965273,34.79125984,2.919599752,34.79125984,2.900521389,34.79125984,2.448131327,34.79125984,4.326920621,34.79125984,4.50667188,34.79125984,4.534585196,34.79125984,3.021172431,34.79125984,2.837865207,34.79125984,2.843856318
35.37811024,2.319596681,35.37811024,3.790232255,35.37811024,3.364727497,35.37811024,2.869725898,35.37811024,2.892558809,35.37811024,2.346677738,35.37811024,4.383726175,35.37811024,4.458757456,35.37811024,4.481697855,35.37811024,2.994088358,35.37811024,2.8005286,35.37811024,2.811749586
35.96496063,2.188959784,35.96496063,3.736974834,35.96496063,3.201686975,35.96496063,2.822444986,35.96496063,2.786085574,35.96496063,2.2549639,35.96496063,4.458970829,35.96496063,4.480162194,35.96496063,4.382797469,35.96496063,2.896575127,35.96496063,2.737747213,35.96496063,2.7594386
36.55181102,2.132141416,36.55181102,3.683710745,36.55181102,3.121999848,36.55181102,2.838022222,36.55181102,2.716326098,36.55181102,2.214262456,36.55181102,4.331017345,36.55181102,4.461548605,36.55181102,4.312447707,36.55181102,2.776340563,36.55181102,2.682786922,36.55181102,2.735611639
37.13866142,2.142600889,37.13866142,3.611486116,37.13866142,3.167037215,37.13866142,2.786521313,37.13866142,2.743705559,37.13866142,2.190795735,37.13866142,4.147928414,37.13866142,4.403126878,37.13866142,4.352460009,37.13866142,2.774633055,37.13866142,2.661583559,37.13866142,2.704950264
37.72551181,2.145991425,37.72551181,3.566153574,37.72551181,3.147086834,37.72551181,2.666304904,37.72551181,2.728167019,37.72551181,2.155554987,37.72551181,4.112780586,37.72551181,4.38311253,37.72551181,4.430291351,37.72551181,2.738828959,37.72551181,2.620676262,37.72551181,2.633982038
38.3123622,2.135948097,38.3123622,3.51475622,38.3123622,3.043491733,38.3123622,2.614310114,38.3123622,2.680200894,38.3123622,2.148676747,38.3123622,4.149039008,38.3123622,4.370017179,38.3123622,4.467021775,38.3123622,2.634713355,38.3123622,2.528054263,38.3123622,2.593335311
38.8992126,2.177764023,38.8992126,3.523490137,38.8992126,2.98733102,38.8992126,2.657911206,38.8992126,2.669580404,38.8992126,2.179695319,38.8992126,4.130701769,38.8992126,4.316120571,38.8992126,4.430354817,38.8992126,2.606387876,38.8992126,2.41166583,38.8992126,2.553848283
39.48606299,2.203881886,39.48606299,3.485398346,39.48606299,2.973286045,39.48606299,2.685121225,39.48606299,2.620405826,39.48606299,2.170447567,39.48606299,4.062870608,39.48606299,4.305245733,39.48606299,4.348052877,39.48606299,2.541709738,39.48606299,2.26507971,39.48606299,2.477929698
40.07291339,2.181582201,40.07291339,3.344749524,40.07291339,2.980039587,40.07291339,2.57134248,40.07291339,2.527788187,40.07291339,2.108898112,40.07291339,3.999047702,40.07291339,4.290610815,40.07291339,4.24619223,40.07291339,2.414518942,40.07291339,2.147193114,40.07291339,2.438727167
40.65976378,2.103354476,40.65976378,3.180698779,40.65976378,2.916514211,40.65976378,2.386338975,40.65976378,2.458950834,40.65976378,2.065812212,40.65976378,3.880952355,40.65976378,4.197172159,40.65976378,4.255077888,40.65976378,2.297146405,40.65976378,2.103748928,40.65976378,2.433794131
41.24661417,2.022438172,41.24661417,3.186679766,41.24661417,2.849407416,41.24661417,2.328343246,41.24661417,2.445555112,41.24661417,2.071806922,41.24661417,3.776709241,41.24661417,4.094609175,41.24661417,4.400659933,41.24661417,2.158006025,41.24661417,2.011455069,41.24661417,2.446950651
41.83346457,2.030780428,41.83346457,3.199701409,41.83346457,2.839867922,41.83346457,2.38275353,41.83346457,2.399279455,41.83346457,1.966594253,41.83346457,3.760374547,41.83346457,3.993237019,41.83346457,4.376747451,41.83346457,2.035587782,41.83346457,1.86681474,41.83346457,2.396870187
42.42031496,2.052467806,42.42031496,2.993533949,42.42031496,2.778482011,42.42031496,2.41276881,42.42031496,2.255473841,42.42031496,1.784453081,42.42031496,3.683403962,42.42031496,3.891303482,42.42031496,4.200041326,42.42031496,1.962602878,42.42031496,1.728136028,42.42031496,2.294897667
43.00716535,1.981533322,43.00716535,2.800105086,43.00716535,2.708342815,43.00716535,2.350377708,43.00716535,2.111412198,43.00716535,1.702751432,43.00716535,3.551743141,43.00716535,3.815377315,43.00716535,4.133489768,43.00716535,1.925822223,43.00716535,1.619988932,43.00716535,2.195766159
43.59401575,1.914350832,43.59401575,2.651050066,43.59401575,2.634041747,43.59401575,2.261863285,43.59401575,2.059922146,43.59401575,1.694355076,43.59401575,3.492485391,43.59401575,3.716305999,43.59401575,4.100361695,43.59401575,1.888935177,43.59401575,1.523245079,43.59401575,2.121243648
44.18086614,1.872254209,44.18086614,2.443659461,44.18086614,2.505039227,44.18086614,2.20390805,44.18086614,1.989904844,44.18086614,1.692258573,44.18086614,3.484493323,44.18086614,3.490569637,44.18086614,3.959580274,44.18086614,1.856724998,44.18086614,1.45377272,44.18086614,2.04454249
44.76771654,1.772548106,44.76771654,2.170204524,44.76771654,2.399478241,44.76771654,2.118739689,44.76771654,1.832330888,44.76771654,1.621771939,44.76771654,3.481441355,44.76771654,3.239323985,44.76771654,3.764463027,44.76771654,1.920496063,44.76771654,1.479933683,44.76771654,1.941802164
45.35456693,1.664531101,45.35456693,1.893625579,45.35456693,2.324876735,45.35456693,2.01959473,45.35456693,1.671478423,45.35456693,1.502098931,45.35456693,3.479088662,45.35456693,3.09878601,45.35456693,3.562655846,45.35456693,2.055902004,45.35456693,1.563358403,45.35456693,1.946947413
45.94141732,1.52506509,45.94141732,1.571351942,45.94141732,2.151714911,45.94141732,1.864054078,45.94141732,1.475136239,45.94141732,1.4280336,45.94141732,3.412861674,45.94141732,2.939882474,45.94141732,3.382069452,45.94141732,2.135575622,45.94141732,1.616337803,45.94141732,2.057004648
46.52826772,1.282910366,46.52826772,1.158004746,46.52826772,1.89137349,46.52826772,1.593734415,46.52826772,1.239830965,46.52826772,1.380408293,46.52826772,3.27418344,46.52826772,2.644120428,46.52826772,3.187358997,46.52826772,2.100545354,46.52826772,1.66521796,46.52826772,2.08224758
47.11511811,1.089482368,47.11511811,0.750636747,47.11511811,1.683710976,47.11511811,1.365522322,47.11511811,1.056502083,47.11511811,1.322138598,47.11511811,3.171706289,47.11511811,2.379498149,47.11511811,2.992310051,47.11511811,2.131362073,47.11511811,1.831047378,47.11511811,2.016100743
47.7019685,0.986984565,47.7019685,0.265079077,47.7019685,1.435861419,47.7019685,1.195106634,47.7019685,0.873835062,47.7019685,1.220063647,47.7019685,3.065575598,47.7019685,2.284876715,47.7019685,2.886273046,47.7019685,2.299179512,47.7019685,2.068704362,47.7019685,2.080714457
48.2888189,0.799258719,48.2888189,-0.270871466,48.2888189,1.171496658,48.2888189,0.932070118,48.2888189,0.633686452,48.2888189,0.992431131,48.2888189,2.926708606,48.2888189,2.22477541,48.2888189,2.780338,48.2888189,2.458278362,48.2888189,2.300039393,48.2888189,2.28728353
48.87566929,0.474431558,48.87566929,-0.766802063,48.87566929,0.969955991,48.87566929,0.63102083,48.87566929,0.347319482,48.87566929,0.736704584,48.87566929,2.825648472,48.87566929,2.068403656,48.87566929,2.668598271,48.87566929,2.590757237,48.87566929,2.472905716,48.87566929,2.412680125
49.46251969,0.157971058,49.46251969,-1.33895606,49.46251969,0.594692498,49.46251969,0.383018144,49.46251969,0.020368071,49.46251969,0.570354579,49.46251969,2.698110805,49.46251969,1.872480139,49.46251969,2.649769264,49.46251969,2.716545829,49.46251969,2.563477757,49.46251969,2.465576571
50.04937008,-0.058876307,50.04937008,-1.905044444,50.04937008,0.148298518,50.04937008,0.143577771,50.04937008,-0.318351455,50.04937008,0.438340792,50.04937008,2.549315292,50.04937008,1.778576846,50.04937008,2.631526381,50.04937008,2.827756129,50.04937008,2.718091397,50.04937008,2.601518384
50.63622047,-0.274331939,50.63622047,-2.287261203,50.63622047,-0.077356437,50.63622047,-0.105175743,50.63622047,-0.618242317,50.63622047,0.291281746,50.63622047,2.453410177,50.63622047,1.719598331,50.63622047,2.567536926,50.63622047,2.920249559,50.63622047,2.902287621,50.63622047,2.699937321
51.22307087,-0.438938642,51.22307087,-2.564050393,51.22307087,-0.202322183,51.22307087,-0.31819957,51.22307087,-0.842439883,51.22307087,0.141053031,51.22307087,2.379079273,51.22307087,1.618508335,51.22307087,2.523287296,51.22307087,2.963467093,51.22307087,2.970119919,51.22307087,2.73745906
51.80992126,-0.490819251,51.80992126,-2.665740143,51.80992126,-0.337592658,51.80992126,-0.470599543,51.80992126,-0.96840928,51.80992126,0.028595217,51.80992126,2.266152762,51.80992126,1.582405383,51.80992126,2.417156839,51.80992126,2.982766583,51.80992126,2.974537757,51.80992126,2.750092837
52.39677165,-0.493443891,52.39677165,-2.460624944,52.39677165,-0.34605139,52.39677165,-0.477578908,52.39677165,-0.879005007,52.39677165,0.013655848,52.39677165,2.208368316,52.39677165,1.731155455,52.39677165,2.335583218,52.39677165,3.06006184,52.39677165,3.047703889,52.39677165,2.762328444
52.98362205,-0.399909959,52.98362205,-2.020046095,52.98362205,-0.202835211,52.98362205,-0.287333804,52.98362205,-0.555247854,52.98362205,0.12080553,52.98362205,2.245169489,52.98362205,2.017546569,52.98362205,2.399775294,52.98362205,3.144099992,52.98362205,3.154190867,52.98362205,2.827767454
53.57047244,-0.203915172,53.57047244,-1.25869105,53.57047244,0.063010529,53.57047244,0.051651659,53.57047244,-0.129914809,53.57047244,0.350660945,53.57047244,2.382283755,53.57047244,2.307940285,53.57047244,2.577287294,53.57047244,3.202265494,53.57047244,3.185042179,53.57047244,2.889922778
54.15732283,0.089402365,54.15732283,-0.136412494,54.15732283,0.531216983,54.15732283,0.52239702,54.15732283,0.360873942,54.15732283,0.669531926,54.15732283,2.591853727,54.15732283,2.587518267,54.15732283,2.748541218,54.15732283,3.230561248,54.15732283,3.214874511,54.15732283,2.924386775
54.74417323,0.539798193,54.74417323,1.108626405,54.74417323,1.185743154,54.74417323,1.113619116,54.74417323,0.948707047,54.74417323,1.031193351,54.74417323,2.710870077,54.74417323,2.798696361,54.74417323,2.776477894,54.74417323,3.234108943,54.74417323,3.252999158,54.74417323,2.932619592
55.33102362,1.063033526,55.33102362,2.36193151,55.33102362,1.912575869,55.33102362,1.749157409,55.33102362,1.569606921,55.33102362,1.465378755,55.33102362,2.756226923,55.33102362,2.942655228,55.33102362,2.805714495,55.33102362,3.262139396,55.33102362,3.246405351,55.33102362,2.938967158
55.91787402,1.535537318,55.91787402,3.501588815,55.91787402,2.556927726,55.91787402,2.293686013,55.91787402,2.12903121,55.91787402,1.923595484,55.91787402,2.784416954,55.91787402,3.026579201,55.91787402,2.88380555,55.91787402,3.279181626,55.91787402,3.217112406,55.91787402,2.972233299
56.50472441,1.895293171,56.50472441,4.320833826,56.50472441,3.018908247,56.50472441,2.656476904,56.50472441,2.611206256,56.50472441,2.272369239,56.50472441,2.774474557,56.50472441,3.086273345,56.50472441,2.934146693,56.50472441,3.304871576,56.50472441,3.168731663,56.50472441,3.010914331
57.0915748,2.139595411,57.0915748,4.818786948,57.0915748,3.268592071,57.0915748,2.858036673,57.0915748,2.921465143,57.0915748,2.425723309,57.0915748,2.724673466,57.0915748,3.13049074,57.0915748,2.94450597,57.0915748,3.307790006,57.0915748,3.128944747,57.0915748,3.025800044
57.6784252,2.330668796,57.6784252,5.014907326,57.6784252,3.34683618,57.6784252,2.975818431,57.6784252,2.986012879,57.6784252,2.447903128,57.6784252,2.720608671,57.6784252,3.115540287,57.6784252,2.91285272,57.6784252,3.247459263,57.6784252,3.118498776,57.6784252,3.037807181
58.26527559,2.447658305,58.26527559,5.007071564,58.26527559,3.384969115,58.26527559,3.019554692,58.26527559,2.974758224,58.26527559,2.454005209,58.26527559,2.757003367,58.26527559,3.12567441,58.26527559,2.916178768,58.26527559,3.155543372,58.26527559,3.080749004,58.26527559,2.983245672
58.85212598,2.476262795,58.85212598,4.992727984,58.85212598,3.451919021,58.85212598,3.011929755,58.85212598,2.975328497,58.85212598,2.472302292,58.85212598,2.712776067,58.85212598,3.152446016,58.85212598,2.991810076,58.85212598,3.100953395,58.85212598,3.038621316,58.85212598,2.895775839
59.43897638,2.501885635,59.43897638,4.981825828,59.43897638,3.537211499,59.43897638,3.024989355,59.43897638,2.952594578,59.43897638,2.507185529,59.43897638,2.717005677,59.43897638,3.145377483,59.43897638,3.03102213,59.43897638,3.112953107,59.43897638,3.038857855,59.43897638,2.862976587
60.02582677,2.496340363,60.02582677,4.883795192,60.02582677,3.508336755,60.02582677,3.009256552,60.02582677,2.924876526,60.02582677,2.508180081,60.02582677,2.797539366,60.02582677,3.117577088,60.02582677,2.971937084,60.02582677,3.098557612,60.02582677,3.022837899,60.02582677,2.83914354
60.61267717,2.428035749,60.61267717,4.766963738,60.61267717,3.337624633,60.61267717,2.960220806,60.61267717,2.913226002,60.61267717,2.430758862,60.61267717,2.772138413,60.61267717,3.095456069,60.61267717,2.89358416,60.61267717,3.077593672,60.61267717,2.998899936,60.61267717,2.788502217
61.19952756,2.400359238,61.19952756,4.746022428,61.19952756,3.257607885,61.19952756,2.907846852,61.19952756,2.88296968,61.19952756,2.35851082,61.19952756,2.673847481,61.19952756,3.073660258,61.19952756,2.804027197,61.19952756,3.069513876,61.19952756,2.956998893,61.19952756,2.765522021
61.78637795,2.422236854,61.78637795,4.741072032,61.78637795,3.30342831,61.78637795,2.883540579,61.78637795,2.834197058,61.78637795,2.366899874,61.78637795,2.631863659,61.78637795,3.043218163,61.78637795,2.740103221,61.78637795,3.016471592,61.78637795,2.879440934,61.78637795,2.795755631
62.37322835,2.39310159,62.37322835,4.723342656,62.37322835,3.309827344,62.37322835,2.910057967,62.37322835,2.837753254,62.37322835,2.436503502,62.37322835,2.645750198,62.37322835,3.005100199,62.37322835,2.773143588,62.37322835,2.949988253,62.37322835,2.814327921,62.37322835,2.785175987
62.96007874,2.316072209,62.96007874,4.709116063,62.96007874,3.255055756,62.96007874,2.88580933,62.96007874,2.862094372,62.96007874,2.468223205,62.96007874,2.657544632,62.96007874,3.006338832,62.96007874,2.835522818,62.96007874,2.905814942,62.96007874,2.812317597,62.96007874,2.721172144
63.54692913,2.351745075,63.54692913,4.65829854,63.54692913,3.283874032,63.54692913,2.798003982,63.54692913,2.849498601,63.54692913,2.429066784,63.54692913,2.724135118,63.54692913,3.121369185,63.54692913,2.892370122,63.54692913,2.88735532,63.54692913,2.850001773,63.54692913,2.689589845
64.13377953,2.477017627,64.13377953,4.656004466,64.13377953,3.385110937,64.13377953,2.795301172,64.13377953,2.841735124,64.13377953,2.370279617,64.13377953,2.857673222,64.13377953,3.239223687,64.13377953,2.971703526,64.13377953,2.910291353,64.13377953,2.842443663,64.13377953,2.711799718
64.72062992,2.498507897,64.72062992,4.692338204,64.72062992,3.343365572,64.72062992,2.866502018,64.72062992,2.833082356,64.72062992,2.343076395,64.72062992,2.981212432,64.72062992,3.306363484,64.72062992,3.03838281,64.72062992,2.931377385,64.72062992,2.773837706,64.72062992,2.739960374
65.30748031,2.444755284,65.30748031,4.69278806,65.30748031,3.241552736,65.30748031,2.842913109,65.30748031,2.778871523,65.30748031,2.366652722,65.30748031,3.057374666,65.30748031,3.351679958,65.30748031,3.094505787,65.30748031,2.882022195,65.30748031,2.704883822,65.30748031,2.717088335
65.89433071,2.398441086,65.89433071,4.624495708,65.89433071,3.232245185,65.89433071,2.721549082,65.89433071,2.68631336,65.89433071,2.384355823,65.89433071,3.053533729,65.89433071,3.409109782,65.89433071,3.188013391,65.89433071,2.819022697,65.89433071,2.655560743,65.89433071,2.648540336
66.4811811,2.380297009,66.4811811,4.507238693,66.4811811,3.207347777,66.4811811,2.588901254,66.4811811,2.606211526,66.4811811,2.32704687,66.4811811,3.04950541,66.4811811,3.590447461,66.4811811,3.355043025,66.4811811,2.797220504,66.4811811,2.647949369,66.4811811,2.634355294
67.0680315,2.352664823,67.0680315,4.414288226,67.0680315,3.15928014,67.0680315,2.537697758,67.0680315,2.531735962,67.0680315,2.181124449,67.0680315,3.130517212,67.0680315,3.6971125,67.0680315,3.504865813,67.0680315,2.779265304,67.0680315,2.672958235,67.0680315,2.648542152
67.65488189,2.326478234,67.65488189,4.418492765,67.65488189,3.156484589,67.65488189,2.503917322,67.65488189,2.430210434,67.65488189,2.058208504,67.65488189,3.234459411,67.65488189,3.622117942,67.65488189,3.4666027,67.65488189,2.740556898,67.65488189,2.643023519,67.65488189,2.618942326
68.24173228,2.372811259,68.24173228,4.521318192,68.24173228,3.175998997,68.24173228,2.428389651,68.24173228,2.375357244,68.24173228,2.053692252,68.24173228,3.281240652,68.24173228,3.6156953,68.24173228,3.375642001,68.24173228,2.714505884,68.24173228,2.583363032,68.24173228,2.580854489
68.82858268,2.410309499,68.82858268,4.518618385,68.82858268,3.168292691,68.82858268,2.440658473,68.82858268,2.403714609,68.82858268,2.079155189,68.82858268,3.266906484,68.82858268,3.634667645,68.82858268,3.376130942,68.82858268,2.714215196,68.82858268,2.573038989,68.82858268,2.562173249
69.41543307,2.389353117,69.41543307,4.392301544,69.41543307,3.13101987,69.41543307,2.514634707,69.41543307,2.432576855,69.41543307,2.086441143,69.41543307,3.269900751,69.41543307,3.607926807,69.41543307,3.381779316,69.41543307,2.695857402,69.41543307,2.623842511,69.41543307,2.57476297
70.00228346,2.364685413,70.00228346,4.339125367,70.00228346,3.10612896,70.00228346,2.57259095,70.00228346,2.464161548,70.00228346,2.115028681,70.00228346,3.251190654,70.00228346,3.621255292,70.00228346,3.378627802,70.00228346,2.703019299,70.00228346,2.646189591,70.00228346,2.600321328
70.58913386,2.39160552,70.58913386,4.348869635,70.58913386,3.096196671,70.58913386,2.638767802,70.58913386,2.54647814,70.58913386,2.183415184,70.58913386,3.185773068,70.58913386,3.641611207,70.58913386,3.408514282,70.58913386,2.688474599,70.58913386,2.600015415,70.58913386,2.624677594
71.17598425,2.413140712,71.17598425,4.352022427,71.17598425,3.095469475,71.17598425,2.642208342,71.17598425,2.594877618,71.17598425,2.244715396,71.17598425,3.17773212,71.17598425,3.614518046,71.17598425,3.400878944,71.17598425,2.62257869,71.17598425,2.522090068,71.17598425,2.619438626
71.76283465,2.379134686,71.76283465,4.286875346,71.76283465,3.053833883,71.76283465,2.548355581,71.76283465,2.557614822,71.76283465,2.219608509,71.76283465,3.182391619,71.76283465,3.555258774,71.76283465,3.365717394,71.76283465,2.577785074,71.76283465,2.457635129,71.76283465,2.551030185
72.34968504,2.351775736,72.34968504,4.187809799,72.34968504,2.970941689,72.34968504,2.489077478,72.34968504,2.510205209,72.34968504,2.174340826,72.34968504,3.134469565,72.34968504,3.502392944,72.34968504,3.344955281,72.34968504,2.530408413,72.34968504,2.450472526,72.34968504,2.458689114
72.93653543,2.34971006,72.93653543,4.109982979,72.93653543,2.929510064,72.93653543,2.501700949,72.93653543,2.502036372,72.93653543,2.181918031,72.93653543,3.052313122,72.93653543,3.44436877,72.93653543,3.267924039,72.93653543,2.487689094,72.93653543,2.435020154,72.93653543,2.403856929
73.52338583,2.323384296,73.52338583,4.079903366,73.52338583,2.935244029,73.52338583,2.494858089,73.52338583,2.516768198,73.52338583,2.191642366,73.52338583,2.994720204,73.52338583,3.430100839,73.52338583,3.17800448,73.52338583,2.475034402,73.52338583,2.426217436,73.52338583,2.421222372
74.11023622,2.282420131,74.11023622,4.073561726,74.11023622,2.972167057,74.11023622,2.505111979,74.11023622,2.510285675,74.11023622,2.162723668,74.11023622,3.024509293,74.11023622,3.432222213,74.11023622,3.112016936,74.11023622,2.479888523,74.11023622,2.448724619,74.11023622,2.474459459
74.69708661,2.270517376,74.69708661,4.040448173,74.69708661,2.978408911,74.69708661,2.571169144,74.69708661,2.476305835,74.69708661,2.1612097,74.69708661,3.071991415,74.69708661,3.435486542,74.69708661,3.148304044,74.69708661,2.477932723,74.69708661,2.428154297,74.69708661,2.48871203
75.28393701,2.293691468,75.28393701,4.012137191,75.28393701,2.933366379,75.28393701,2.613855019,75.28393701,2.459833505,75.28393701,2.184394859,75.28393701,3.030681377,75.28393701,3.443445974,75.28393701,3.239697191,75.28393701,2.458371598,75.28393701,2.373207717,75.28393701,2.436447302
